day,day_name,interval,week_interval,time,calls,aht_sec,required_agents,min_presence_floor,binding_constraint,profile,scheduled_active,net_slack,demand_shortfall,floor_shortfall,meets_requirement,floor_breach
2,Wed,78,270,19:30,24.0,292.6,11,4,queueing,24/7 standard intake,10,-1,1,0,False,False
2,Wed,79,271,19:45,22.0,300.4,11,4,queueing,24/7 standard intake,12,1,0,0,True,False
2,Wed,80,272,20:00,21.0,318.4,11,4,queueing,24/7 standard intake,9,-2,2,0,False,False
2,Wed,81,273,20:15,20.0,327.4,11,4,queueing,24/7 standard intake,11,0,0,0,True,False
2,Wed,82,274,20:30,19.0,321.1,10,4,queueing,24/7 standard intake,9,-1,1,0,False,False
2,Wed,83,275,20:45,20.0,303.2,10,4,queueing,24/7 standard intake,10,0,0,0,True,False
2,Wed,84,276,21:00,17.0,339.8,10,4,queueing,24/7 standard intake,10,0,0,0,True,False
2,Wed,85,277,21:15,13.0,336.3,8,4,queueing,24/7 standard intake,10,2,0,0,True,False
2,Wed,86,278,21:30,13.0,316.5,8,4,queueing,24/7 standard intake,8,0,0,0,True,False
2,Wed,87,279,21:45,10.0,305.6,6,4,queueing,24/7 standard intake,9,3,0,0,True,False
2,Wed,88,280,22:00,9.0,332.1,6,4,queueing,24/7 standard intake,6,0,0,0,True,False
2,Wed,89,281,22:15,8.0,324.1,6,4,queueing,24/7 standard intake,7,1,0,0,True,False
2,Wed,90,282,22:30,7.0,288.1,5,4,queueing,24/7 standard intake,5,0,0,0,True,False
2,Wed,91,283,22:45,5.0,318.5,4,4,queueing,24/7 standard intake,6,2,0,0,True,False
2,Wed,92,284,23:00,6.0,325.8,5,4,queueing,24/7 standard intake,4,-1,1,0,False,False
2,Wed,93,285,23:15,2.0,300.2,4,4,floor,24/7 standard intake,6,2,0,0,True,False
2,Wed,94,286,23:30,3.0,324.2,4,4,floor,24/7 standard intake,4,0,0,0,True,False
2,Wed,95,287,23:45,6.0,288.0,5,4,queueing,24/7 standard intake,5,0,0,0,True,False
3,Thu,0,288,00:00,3.0,304.3,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,1,289,00:15,2.0,291.0,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,2,290,00:30,1.0,338.4,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,3,291,00:45,1.0,327.7,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,4,292,01:00,0.0,372.4,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,5,293,01:15,-0.0,329.2,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,6,294,01:30,1.0,328.5,4,4,floor,24/7 standard intake,5,1,0,0,True,False
3,Thu,7,295,01:45,-0.0,316.3,4,4,floor,24/7 standard intake,5,1,0,0,True,False
3,Thu,8,296,02:00,2.0,338.0,4,4,floor,24/7 standard intake,6,2,0,0,True,False
3,Thu,9,297,02:15,3.0,333.8,4,4,queueing,24/7 standard intake,6,2,0,0,True,False
3,Thu,10,298,02:30,-0.0,347.5,4,4,floor,24/7 standard intake,5,1,0,0,True,False
3,Thu,11,299,02:45,0.0,308.5,4,4,floor,24/7 standard intake,6,2,0,0,True,False
3,Thu,12,300,03:00,1.0,310.4,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,13,301,03:15,3.0,309.5,4,4,floor,24/7 standard intake,6,2,0,0,True,False
3,Thu,14,302,03:30,-0.0,337.4,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,15,303,03:45,2.0,353.0,4,4,floor,24/7 standard intake,6,2,0,0,True,False
3,Thu,16,304,04:00,4.0,309.9,4,4,queueing,24/7 standard intake,5,1,0,0,True,False
3,Thu,17,305,04:15,-0.0,310.7,4,4,floor,24/7 standard intake,6,2,0,0,True,False
3,Thu,18,306,04:30,0.0,326.9,4,4,floor,24/7 standard intake,5,1,0,0,True,False
3,Thu,19,307,04:45,2.0,314.6,4,4,floor,24/7 standard intake,5,1,0,0,True,False
3,Thu,20,308,05:00,2.0,340.9,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,21,309,05:15,4.0,270.5,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
3,Thu,22,310,05:30,5.0,301.8,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
3,Thu,23,311,05:45,3.0,302.8,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,24,312,06:00,7.0,269.0,5,4,queueing,24/7 standard intake,4,-1,1,0,False,False
3,Thu,25,313,06:15,7.0,298.8,5,4,queueing,24/7 standard intake,4,-1,1,0,False,False
3,Thu,26,314,06:30,12.0,299.9,7,4,queueing,24/7 standard intake,7,0,0,0,True,False
3,Thu,27,315,06:45,12.0,315.6,7,4,queueing,24/7 standard intake,7,0,0,0,True,False
3,Thu,28,316,07:00,14.0,344.5,9,4,queueing,24/7 standard intake,9,0,0,0,True,False
3,Thu,29,317,07:15,19.0,314.6,10,4,queueing,24/7 standard intake,10,0,0,0,True,False
3,Thu,30,318,07:30,22.0,297.3,11,4,queueing,24/7 standard intake,9,-2,2,0,False,False
3,Thu,31,319,07:45,25.0,318.7,12,4,queueing,24/7 standard intake,11,-1,1,0,False,False
3,Thu,32,320,08:00,27.0,343.1,14,4,queueing,24/7 standard intake,14,0,0,0,True,False
3,Thu,33,321,08:15,33.0,298.5,15,4,queueing,24/7 standard intake,15,0,0,0,True,False
3,Thu,34,322,08:30,36.0,300.0,16,4,queueing,24/7 standard intake,17,1,0,0,True,False
3,Thu,35,323,08:45,42.0,332.3,19,4,queueing,24/7 standard intake,20,1,0,0,True,False
3,Thu,36,324,09:00,44.0,315.1,19,4,queueing,24/7 standard intake,19,0,0,0,True,False
3,Thu,37,325,09:15,50.0,334.2,22,4,queueing,24/7 standard intake,22,0,0,0,True,False
3,Thu,38,326,09:30,52.0,319.7,22,4,queueing,24/7 standard intake,23,1,0,0,True,False
3,Thu,39,327,09:45,55.0,335.4,24,4,queueing,24/7 standard intake,24,0,0,0,True,False
3,Thu,40,328,10:00,60.0,297.2,23,4,queueing,24/7 standard intake,23,0,0,0,True,False
3,Thu,41,329,10:15,62.0,319.7,26,4,queueing,24/7 standard intake,27,1,0,0,True,False
3,Thu,42,330,10:30,62.0,315.4,25,4,queueing,24/7 standard intake,25,0,0,0,True,False
3,Thu,43,331,10:45,66.0,293.3,25,4,queueing,24/7 standard intake,30,5,0,0,True,False
3,Thu,44,332,11:00,64.0,285.6,24,4,queueing,24/7 standard intake,25,1,0,0,True,False
3,Thu,45,333,11:15,64.0,335.1,28,4,queueing,24/7 standard intake,28,0,0,0,True,False
3,Thu,46,334,11:30,64.0,312.3,26,4,queueing,24/7 standard intake,26,0,0,0,True,False
3,Thu,47,335,11:45,62.0,297.5,24,4,queueing,24/7 standard intake,30,6,0,0,True,False
3,Thu,48,336,12:00,62.0,317.9,26,4,queueing,24/7 standard intake,24,-2,2,0,False,False
3,Thu,49,337,12:15,60.0,344.8,27,4,queueing,24/7 standard intake,28,1,0,0,True,False
3,Thu,50,338,12:30,58.0,269.8,21,4,queueing,24/7 standard intake,18,-3,3,0,False,False
3,Thu,51,339,12:45,59.0,287.1,22,4,queueing,24/7 standard intake,24,2,0,0,True,False
3,Thu,52,340,13:00,55.0,299.7,22,4,queueing,24/7 standard intake,23,1,0,0,True,False
3,Thu,53,341,13:15,52.0,352.1,24,4,queueing,24/7 standard intake,24,0,0,0,True,False
3,Thu,54,342,13:30,56.0,326.2,24,4,queueing,24/7 standard intake,22,-2,2,0,False,False
3,Thu,55,343,13:45,57.0,336.9,25,4,queueing,24/7 standard intake,25,0,0,0,True,False
3,Thu,56,344,14:00,52.0,294.9,21,4,queueing,24/7 standard intake,21,0,0,0,True,False
3,Thu,57,345,14:15,50.0,295.4,20,4,queueing,24/7 standard intake,23,3,0,0,True,False
3,Thu,58,346,14:30,51.0,329.9,22,4,queueing,24/7 standard intake,21,-1,1,0,False,False
3,Thu,59,347,14:45,51.0,321.3,22,4,queueing,24/7 standard intake,22,0,0,0,True,False
3,Thu,60,348,15:00,51.0,332.1,23,4,queueing,24/7 standard intake,24,1,0,0,True,False
3,Thu,61,349,15:15,49.0,315.9,21,4,queueing,24/7 standard intake,27,6,0,0,True,False
3,Thu,62,350,15:30,50.0,326.1,22,4,queueing,24/7 standard intake,19,-3,3,0,False,False
3,Thu,63,351,15:45,50.0,323.5,22,4,queueing,24/7 standard intake,24,2,0,0,True,False
3,Thu,64,352,16:00,46.0,337.1,21,4,queueing,24/7 standard intake,22,1,0,0,True,False
3,Thu,65,353,16:15,48.0,337.8,22,4,queueing,24/7 standard intake,24,2,0,0,True,False
3,Thu,66,354,16:30,48.0,284.4,19,4,queueing,24/7 standard intake,19,0,0,0,True,False
3,Thu,67,355,16:45,44.0,270.6,17,4,queueing,24/7 standard intake,24,7,0,0,True,False
3,Thu,68,356,17:00,42.0,342.0,20,4,queueing,24/7 standard intake,18,-2,2,0,False,False
3,Thu,69,357,17:15,40.0,346.1,19,4,queueing,24/7 standard intake,24,5,0,0,True,False
3,Thu,70,358,17:30,40.0,297.5,17,4,queueing,24/7 standard intake,19,2,0,0,True,False
3,Thu,71,359,17:45,35.0,279.1,14,4,queueing,24/7 standard intake,19,5,0,0,True,False
3,Thu,72,360,18:00,36.0,322.2,17,4,queueing,24/7 standard intake,17,0,0,0,True,False
3,Thu,73,361,18:15,33.0,340.5,16,4,queueing,24/7 standard intake,19,3,0,0,True,False
3,Thu,74,362,18:30,34.0,359.5,17,4,queueing,24/7 standard intake,14,-3,3,0,False,False
3,Thu,75,363,18:45,30.0,331.4,15,4,queueing,24/7 standard intake,15,0,0,0,True,False
3,Thu,76,364,19:00,31.0,311.8,14,4,queueing,24/7 standard intake,8,-6,6,0,False,False
3,Thu,77,365,19:15,26.0,300.4,12,4,queueing,24/7 standard intake,11,-1,1,0,False,False
3,Thu,78,366,19:30,26.0,320.3,13,4,queueing,24/7 standard intake,12,-1,1,0,False,False
3,Thu,79,367,19:45,24.0,313.4,12,4,queueing,24/7 standard intake,12,0,0,0,True,False
3,Thu,80,368,20:00,21.0,297.7,10,4,queueing,24/7 standard intake,9,-1,1,0,False,False
3,Thu,81,369,20:15,21.0,365.1,12,4,queueing,24/7 standard intake,11,-1,1,0,False,False
3,Thu,82,370,20:30,20.0,359.3,12,4,queueing,24/7 standard intake,10,-2,2,0,False,False
3,Thu,83,371,20:45,17.0,345.0,10,4,queueing,24/7 standard intake,11,1,0,0,True,False
3,Thu,84,372,21:00,13.0,299.7,7,4,queueing,24/7 standard intake,6,-1,1,0,False,False
3,Thu,85,373,21:15,13.0,338.8,8,4,queueing,24/7 standard intake,8,0,0,0,True,False
3,Thu,86,374,21:30,11.0,334.1,7,4,queueing,24/7 standard intake,7,0,0,0,True,False
3,Thu,87,375,21:45,10.0,329.7,7,4,queueing,24/7 standard intake,8,1,0,0,True,False
3,Thu,88,376,22:00,9.0,347.5,7,4,queueing,24/7 standard intake,5,-2,2,0,False,False
3,Thu,89,377,22:15,6.0,334.0,5,4,queueing,24/7 standard intake,6,1,0,0,True,False
3,Thu,90,378,22:30,4.0,336.3,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
3,Thu,91,379,22:45,6.0,334.0,5,4,queueing,24/7 standard intake,5,0,0,0,True,False
3,Thu,92,380,23:00,4.0,327.5,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
3,Thu,93,381,23:15,1.0,280.8,4,4,floor,24/7 standard intake,4,0,0,0,True,False
3,Thu,94,382,23:30,4.0,321.8,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
3,Thu,95,383,23:45,3.0,307.8,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,0,384,00:00,0.0,304.7,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,1,385,00:15,3.0,338.3,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
4,Fri,2,386,00:30,3.0,290.5,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,3,387,00:45,3.0,311.0,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,4,388,01:00,1.0,307.1,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,5,389,01:15,3.0,319.0,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,6,390,01:30,1.0,326.1,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,7,391,01:45,1.0,297.8,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,8,392,02:00,-0.0,335.9,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,9,393,02:15,1.0,321.4,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,10,394,02:30,1.0,278.4,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,11,395,02:45,0.0,276.9,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,12,396,03:00,1.0,319.7,4,4,floor,24/7 standard intake,3,-1,1,1,False,True
4,Fri,13,397,03:15,1.0,315.1,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,14,398,03:30,3.0,317.7,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,15,399,03:45,2.0,319.4,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,16,400,04:00,1.0,325.0,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,17,401,04:15,2.0,340.8,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,18,402,04:30,2.0,295.6,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,19,403,04:45,2.0,294.2,4,4,floor,24/7 standard intake,5,1,0,0,True,False
4,Fri,20,404,05:00,1.0,295.9,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,21,405,05:15,3.0,326.4,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,22,406,05:30,3.0,347.4,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
4,Fri,23,407,05:45,4.0,310.5,4,4,queueing,24/7 standard intake,5,1,0,0,True,False
4,Fri,24,408,06:00,7.0,265.0,5,4,queueing,24/7 standard intake,4,-1,1,0,False,False
4,Fri,25,409,06:15,8.0,282.5,5,4,queueing,24/7 standard intake,6,1,0,0,True,False
4,Fri,26,410,06:30,8.0,301.7,6,4,queueing,24/7 standard intake,6,0,0,0,True,False
4,Fri,27,411,06:45,12.0,307.7,7,4,queueing,24/7 standard intake,7,0,0,0,True,False
4,Fri,28,412,07:00,16.0,311.0,9,4,queueing,24/7 standard intake,9,0,0,0,True,False
4,Fri,29,413,07:15,19.0,320.8,10,4,queueing,24/7 standard intake,9,-1,1,0,False,False
4,Fri,30,414,07:30,22.0,313.1,11,4,queueing,24/7 standard intake,11,0,0,0,True,False
4,Fri,31,415,07:45,24.0,343.1,13,4,queueing,24/7 standard intake,12,-1,1,0,False,False
4,Fri,32,416,08:00,27.0,305.1,13,4,queueing,24/7 standard intake,14,1,0,0,True,False
4,Fri,33,417,08:15,31.0,301.0,14,4,queueing,24/7 standard intake,15,1,0,0,True,False
4,Fri,34,418,08:30,37.0,330.5,17,4,queueing,24/7 standard intake,18,1,0,0,True,False
4,Fri,35,419,08:45,41.0,286.2,17,4,queueing,24/7 standard intake,19,2,0,0,True,False
4,Fri,36,420,09:00,46.0,328.6,21,4,queueing,24/7 standard intake,21,0,0,0,True,False
4,Fri,37,421,09:15,50.0,322.3,22,4,queueing,24/7 standard intake,23,1,0,0,True,False
4,Fri,38,422,09:30,52.0,316.8,22,4,queueing,24/7 standard intake,21,-1,1,0,False,False
4,Fri,39,423,09:45,54.0,354.9,25,4,queueing,24/7 standard intake,25,0,0,0,True,False
4,Fri,40,424,10:00,57.0,306.3,23,4,queueing,24/7 standard intake,24,1,0,0,True,False
4,Fri,41,425,10:15,60.0,365.3,28,4,queueing,24/7 standard intake,29,1,0,0,True,False
4,Fri,42,426,10:30,61.0,315.0,25,4,queueing,24/7 standard intake,25,0,0,0,True,False
4,Fri,43,427,10:45,62.0,291.9,24,4,queueing,24/7 standard intake,30,6,0,0,True,False
4,Fri,44,428,11:00,63.0,321.5,26,4,queueing,24/7 standard intake,26,0,0,0,True,False
4,Fri,45,429,11:15,62.0,296.3,24,4,queueing,24/7 standard intake,30,6,0,0,True,False
4,Fri,46,430,11:30,62.0,303.5,25,4,queueing,24/7 standard intake,25,0,0,0,True,False
4,Fri,47,431,11:45,62.0,328.7,26,4,queueing,24/7 standard intake,28,2,0,0,True,False
4,Fri,48,432,12:00,60.0,332.2,26,4,queueing,24/7 standard intake,23,-3,3,0,False,False
4,Fri,49,433,12:15,59.0,306.3,24,4,queueing,24/7 standard intake,28,4,0,0,True,False
4,Fri,50,434,12:30,58.0,341.7,26,4,queueing,24/7 standard intake,25,-1,1,0,False,False
4,Fri,51,435,12:45,55.0,345.5,25,4,queueing,24/7 standard intake,27,2,0,0,True,False
4,Fri,52,436,13:00,55.0,351.6,25,4,queueing,24/7 standard intake,23,-2,2,0,False,False
4,Fri,53,437,13:15,56.0,331.6,24,4,queueing,24/7 standard intake,25,1,0,0,True,False
4,Fri,54,438,13:30,52.0,350.0,24,4,queueing,24/7 standard intake,22,-2,2,0,False,False
4,Fri,55,439,13:45,50.0,278.6,19,4,queueing,24/7 standard intake,24,5,0,0,True,False
4,Fri,56,440,14:00,49.0,313.0,21,4,queueing,24/7 standard intake,17,-4,4,0,False,False
4,Fri,57,441,14:15,51.0,300.9,21,4,queueing,24/7 standard intake,22,1,0,0,True,False
4,Fri,58,442,14:30,51.0,322.6,22,4,queueing,24/7 standard intake,19,-3,3,0,False,False
4,Fri,59,443,14:45,50.0,307.4,21,4,queueing,24/7 standard intake,23,2,0,0,True,False
4,Fri,60,444,15:00,51.0,316.3,22,4,queueing,24/7 standard intake,22,0,0,0,True,False
4,Fri,61,445,15:15,46.0,361.4,22,4,queueing,24/7 standard intake,24,2,0,0,True,False
4,Fri,62,446,15:30,49.0,316.3,21,4,queueing,24/7 standard intake,21,0,0,0,True,False
4,Fri,63,447,15:45,50.0,329.1,22,4,queueing,24/7 standard intake,23,1,0,0,True,False
4,Fri,64,448,16:00,45.0,314.9,19,4,queueing,24/7 standard intake,19,0,0,0,True,False
4,Fri,65,449,16:15,45.0,321.7,20,4,queueing,24/7 standard intake,22,2,0,0,True,False
4,Fri,66,450,16:30,43.0,320.1,19,4,queueing,24/7 standard intake,18,-1,1,0,False,False
4,Fri,67,451,16:45,42.0,329.9,19,4,queueing,24/7 standard intake,21,2,0,0,True,False
4,Fri,68,452,17:00,41.0,345.6,20,4,queueing,24/7 standard intake,18,-2,2,0,False,False
4,Fri,69,453,17:15,41.0,356.2,20,4,queueing,24/7 standard intake,21,1,0,0,True,False
4,Fri,70,454,17:30,40.0,326.8,18,4,queueing,24/7 standard intake,18,0,0,0,True,False
4,Fri,71,455,17:45,36.0,333.0,17,4,queueing,24/7 standard intake,19,2,0,0,True,False
4,Fri,72,456,18:00,37.0,294.7,16,4,queueing,24/7 standard intake,13,-3,3,0,False,False
4,Fri,73,457,18:15,33.0,318.1,15,4,queueing,24/7 standard intake,17,2,0,0,True,False
4,Fri,74,458,18:30,33.0,340.7,16,4,queueing,24/7 standard intake,12,-4,4,0,False,False
4,Fri,75,459,18:45,29.0,339.1,15,4,queueing,24/7 standard intake,15,0,0,0,True,False
4,Fri,76,460,19:00,28.0,324.7,14,4,queueing,24/7 standard intake,11,-3,3,0,False,False
4,Fri,77,461,19:15,27.0,339.5,14,4,queueing,24/7 standard intake,13,-1,1,0,False,False
4,Fri,78,462,19:30,29.0,330.8,14,4,queueing,24/7 standard intake,15,1,0,0,True,False
4,Fri,79,463,19:45,24.0,346.4,13,4,queueing,24/7 standard intake,15,2,0,0,True,False
4,Fri,80,464,20:00,21.0,326.4,11,4,queueing,24/7 standard intake,11,0,0,0,True,False
4,Fri,81,465,20:15,21.0,312.2,11,4,queueing,24/7 standard intake,12,1,0,0,True,False
4,Fri,82,466,20:30,18.0,327.4,10,4,queueing,24/7 standard intake,9,-1,1,0,False,False
4,Fri,83,467,20:45,16.0,255.5,8,4,queueing,24/7 standard intake,10,2,0,0,True,False
4,Fri,84,468,21:00,16.0,328.4,9,4,queueing,24/7 standard intake,7,-2,2,0,False,False
4,Fri,85,469,21:15,13.0,239.7,6,4,queueing,24/7 standard intake,8,2,0,0,True,False
4,Fri,86,470,21:30,12.0,282.1,7,4,queueing,24/7 standard intake,5,-2,2,0,False,False
4,Fri,87,471,21:45,10.0,329.9,7,4,queueing,24/7 standard intake,8,1,0,0,True,False
4,Fri,88,472,22:00,9.0,330.5,6,4,queueing,24/7 standard intake,6,0,0,0,True,False
4,Fri,89,473,22:15,8.0,294.4,5,4,queueing,24/7 standard intake,7,2,0,0,True,False
4,Fri,90,474,22:30,4.0,304.3,4,4,queueing,24/7 standard intake,5,1,0,0,True,False
4,Fri,91,475,22:45,6.0,350.2,5,4,queueing,24/7 standard intake,6,1,0,0,True,False
4,Fri,92,476,23:00,3.0,309.4,4,4,floor,24/7 standard intake,6,2,0,0,True,False
4,Fri,93,477,23:15,2.0,369.3,4,4,floor,24/7 standard intake,6,2,0,0,True,False
4,Fri,94,478,23:30,3.0,320.0,4,4,floor,24/7 standard intake,4,0,0,0,True,False
4,Fri,95,479,23:45,3.0,329.0,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
5,Sat,0,480,00:00,3.0,323.3,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,1,481,00:15,1.0,329.0,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,2,482,00:30,-0.0,322.6,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,3,483,00:45,1.0,329.8,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,4,484,01:00,1.0,316.6,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,5,485,01:15,0.0,352.0,4,4,floor,24/7 standard intake,6,2,0,0,True,False
5,Sat,6,486,01:30,0.0,310.0,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,7,487,01:45,-0.0,344.9,4,4,floor,24/7 standard intake,6,2,0,0,True,False
5,Sat,8,488,02:00,2.0,305.8,4,4,floor,24/7 standard intake,4,0,0,0,True,False
5,Sat,9,489,02:15,1.0,318.7,4,4,floor,24/7 standard intake,6,2,0,0,True,False
5,Sat,10,490,02:30,0.0,296.4,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,11,491,02:45,1.0,330.0,4,4,floor,24/7 standard intake,6,2,0,0,True,False
5,Sat,12,492,03:00,1.0,351.8,4,4,floor,24/7 standard intake,4,0,0,0,True,False
5,Sat,13,493,03:15,2.0,318.3,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,14,494,03:30,-0.0,315.7,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,15,495,03:45,-0.0,295.5,4,4,floor,24/7 standard intake,5,1,0,0,True,False
5,Sat,16,496,04:00,2.0,315.0,4,4,floor,24/7 standard intake,4,0,0,0,True,False
5,Sat,17,497,04:15,1.0,285.0,4,4,floor,24/7 standard intake,4,0,0,0,True,False
5,Sat,18,498,04:30,-0.0,299.9,4,4,floor,24/7 standard intake,4,0,0,0,True,False
5,Sat,19,499,04:45,2.0,325.0,4,4,floor,24/7 standard intake,4,0,0,0,True,False
5,Sat,20,500,05:00,3.0,349.0,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
5,Sat,21,501,05:15,1.0,381.8,4,4,floor,24/7 standard intake,4,0,0,0,True,False
5,Sat,22,502,05:30,4.0,307.1,4,4,queueing,24/7 standard intake,4,0,0,0,True,False
5,Sat,23,503,05:45,5.0,351.6,5,4,queueing,24/7 standard intake,5,0,0,0,True,False
5,Sat,24,504,06:00,5.0,325.4,4,4,queueing,24/7 standard intake,5,1,0,0,True,False
5,Sat,25,505,06:15,7.0,316.7,5,4,queueing,24/7 standard intake,6,1,0,0,True,False
5,Sat,26,506,06:30,6.0,329.5,5,4,queueing,24/7 standard intake,6,1,0,0,True,False
5,Sat,27,507,06:45,10.0,321.4,7,4,queueing,24/7 standard intake,7,0,0,0,True,False
5,Sat,28,508,07:00,11.0,322.4,7,4,queueing,24/7 standard intake,7,0,0,0,True,False
5,Sat,29,509,07:15,13.0,311.0,8,4,queueing,24/7 standard intake,8,0,0,0,True,False
5,Sat,30,510,07:30,17.0,289.2,9,4,queueing,24/7 standard intake,9,0,0,0,True,False
5,Sat,31,511,07:45,21.0,286.0,10,4,queueing,24/7 standard intake,10,0,0,0,True,False
5,Sat,32,512,08:00,24.0,334.4,12,4,queueing,24/7 standard intake,12,0,0,0,True,False
5,Sat,33,513,08:15,27.0,313.9,13,4,queueing,24/7 standard intake,13,0,0,0,True,False
5,Sat,34,514,08:30,28.0,306.9,13,4,queueing,24/7 standard intake,13,0,0,0,True,False
5,Sat,35,515,08:45,32.0,320.2,15,4,queueing,24/7 standard intake,14,-1,1,0,False,False
5,Sat,36,516,09:00,36.0,337.5,17,4,queueing,24/7 standard intake,16,-1,1,0,False,False
5,Sat,37,517,09:15,38.0,324.0,17,4,queueing,24/7 standard intake,17,0,0,0,True,False
5,Sat,38,518,09:30,41.0,305.6,18,4,queueing,24/7 standard intake,18,0,0,0,True,False
5,Sat,39,519,09:45,44.0,347.0,21,4,queueing,24/7 standard intake,21,0,0,0,True,False
5,Sat,40,520,10:00,45.0,354.7,22,4,queueing,24/7 standard intake,18,-4,4,0,False,False
5,Sat,41,521,10:15,46.0,330.9,21,4,queueing,24/7 standard intake,22,1,0,0,True,False
5,Sat,42,522,10:30,47.0,341.4,22,4,queueing,24/7 standard intake,22,0,0,0,True,False
5,Sat,43,523,10:45,49.0,347.3,23,4,queueing,24/7 standard intake,24,1,0,0,True,False
5,Sat,44,524,11:00,49.0,344.9,23,4,queueing,24/7 standard intake,19,-4,4,0,False,False
5,Sat,45,525,11:15,49.0,333.5,22,4,queueing,24/7 standard intake,23,1,0,0,True,False
5,Sat,46,526,11:30,49.0,333.2,22,4,queueing,24/7 standard intake,17,-5,5,0,False,False
5,Sat,47,527,11:45,47.0,331.4,21,4,queueing,24/7 standard intake,22,1,0,0,True,False
5,Sat,48,528,12:00,48.0,295.9,19,4,queueing,24/7 standard intake,18,-1,1,0,False,False
5,Sat,49,529,12:15,46.0,335.4,21,4,queueing,24/7 standard intake,20,-1,1,0,False,False
5,Sat,50,530,12:30,43.0,290.2,17,4,queueing,24/7 standard intake,16,-1,1,0,False,False
5,Sat,51,531,12:45,46.0,302.5,19,4,queueing,24/7 standard intake,19,0,0,0,True,False
5,Sat,52,532,13:00,42.0,348.7,20,4,queueing,24/7 standard intake,19,-1,1,0,False,False
5,Sat,53,533,13:15,40.0,338.5,19,4,queueing,24/7 standard intake,19,0,0,0,True,False
5,Sat,54,534,13:30,40.0,352.7,19,4,queueing,24/7 standard intake,15,-4,4,0,False,False
5,Sat,55,535,13:45,39.0,314.0,17,4,queueing,24/7 standard intake,17,0,0,0,True,False
5,Sat,56,536,14:00,40.0,294.7,17,4,queueing,24/7 standard intake,16,-1,1,0,False,False
5,Sat,57,537,14:15,39.0,314.7,17,4,queueing,24/7 standard intake,18,1,0,0,True,False
5,Sat,58,538,14:30,39.0,322.2,18,4,queueing,24/7 standard intake,16,-2,2,0,False,False
5,Sat,59,539,14:45,40.0,321.7,18,4,queueing,24/7 standard intake,17,-1,1,0,False,False
5,Sat,60,540,15:00,39.0,344.9,19,4,queueing,24/7 standard intake,14,-5,5,0,False,False
5,Sat,61,541,15:15,39.0,312.1,17,4,queueing,24/7 standard intake,18,1,0,0,True,False
