pattern,agent_id,agent,day,shift_id,start,end,paid_hours,on_phone_intervals,break_intervals,overnight
seven_day_extended,61,AGT-062,Tue,Tue_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,63,AGT-064,Tue,Tue_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,93,AGT-094,Tue,Tue_PT4_0730,07:30,11:30,4.0,15,1,False
seven_day_extended,3,AGT-004,Tue,Tue_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,30,AGT-031,Tue,Tue_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,34,AGT-035,Tue,Tue_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,4,AGT-005,Tue,Tue_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,8,AGT-009,Tue,Tue_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,18,AGT-019,Tue,Tue_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,29,AGT-030,Tue,Tue_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,35,AGT-036,Tue,Tue_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,42,AGT-043,Tue,Tue_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,78,AGT-079,Tue,Tue_PT4_0830,08:30,12:30,4.0,15,1,False
seven_day_extended,86,AGT-087,Tue,Tue_PT4_0830,08:30,12:30,4.0,15,1,False
seven_day_extended,88,AGT-089,Tue,Tue_PT4_0830,08:30,12:30,4.0,15,1,False
seven_day_extended,1,AGT-002,Tue,Tue_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,7,AGT-008,Tue,Tue_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,9,AGT-010,Tue,Tue_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,19,AGT-020,Tue,Tue_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,21,AGT-022,Tue,Tue_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,45,AGT-046,Tue,Tue_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,72,AGT-073,Tue,Tue_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,0,AGT-001,Tue,Tue_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,5,AGT-006,Tue,Tue_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,10,AGT-011,Tue,Tue_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,11,AGT-012,Tue,Tue_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,39,AGT-040,Tue,Tue_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,71,AGT-072,Tue,Tue_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,90,AGT-091,Tue,Tue_PT4_0930,09:30,13:30,4.0,15,1,False
seven_day_extended,91,AGT-092,Tue,Tue_PT4_0930,09:30,13:30,4.0,15,1,False
seven_day_extended,6,AGT-007,Tue,Tue_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,25,AGT-026,Tue,Tue_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,33,AGT-034,Tue,Tue_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,53,AGT-054,Tue,Tue_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,54,AGT-055,Tue,Tue_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,58,AGT-059,Tue,Tue_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,84,AGT-085,Tue,Tue_PT4_1000,10:00,14:00,4.0,15,1,False
seven_day_extended,36,AGT-037,Tue,Tue_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,37,AGT-038,Tue,Tue_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,40,AGT-041,Tue,Tue_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,26,AGT-027,Tue,Tue_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,38,AGT-039,Tue,Tue_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,57,AGT-058,Tue,Tue_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,65,AGT-066,Tue,Tue_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,2,AGT-003,Tue,Tue_FT8_1130,11:30,20:00,8.0,30,4,False
seven_day_extended,51,AGT-052,Tue,Tue_FT8_1130,11:30,20:00,8.0,30,4,False
seven_day_extended,46,AGT-047,Tue,Tue_FT8_1230,12:30,21:00,8.0,30,4,False
seven_day_extended,23,AGT-024,Tue,Tue_FT8_1300,13:00,21:30,8.0,30,4,False
seven_day_extended,28,AGT-029,Tue,Tue_FT8_1300,13:00,21:30,8.0,30,4,False
seven_day_extended,48,AGT-049,Tue,Tue_FT8_1330,13:30,22:00,8.0,30,4,False
seven_day_extended,99,AGT-100,Tue,Tue_PT6_1530,15:30,22:00,6.0,22,4,False
seven_day_extended,74,AGT-075,Tue,Tue_PT4_1700,17:00,21:00,4.0,15,1,False
seven_day_extended,6,AGT-007,Wed,Wed_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,7,AGT-008,Wed,Wed_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,14,AGT-015,Wed,Wed_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,43,AGT-044,Wed,Wed_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,46,AGT-047,Wed,Wed_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,58,AGT-059,Wed,Wed_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,63,AGT-064,Wed,Wed_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,74,AGT-075,Wed,Wed_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,84,AGT-085,Wed,Wed_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,87,AGT-088,Wed,Wed_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,88,AGT-089,Wed,Wed_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,22,AGT-023,Wed,Wed_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,47,AGT-048,Wed,Wed_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,51,AGT-052,Wed,Wed_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,53,AGT-054,Wed,Wed_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,59,AGT-060,Wed,Wed_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,62,AGT-063,Wed,Wed_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,96,AGT-097,Wed,Wed_PT4_0730,07:30,11:30,4.0,15,1,False
seven_day_extended,13,AGT-014,Wed,Wed_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,36,AGT-037,Wed,Wed_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,40,AGT-041,Wed,Wed_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,48,AGT-049,Wed,Wed_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,5,AGT-006,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,25,AGT-026,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,28,AGT-029,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,34,AGT-035,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,37,AGT-038,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,41,AGT-042,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,52,AGT-053,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,65,AGT-066,Wed,Wed_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,93,AGT-094,Wed,Wed_PT4_0830,08:30,12:30,4.0,15,1,False
seven_day_extended,99,AGT-100,Wed,Wed_PT4_0830,08:30,12:30,4.0,15,1,False
seven_day_extended,3,AGT-004,Wed,Wed_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,11,AGT-012,Wed,Wed_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,12,AGT-013,Wed,Wed_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,44,AGT-045,Wed,Wed_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,57,AGT-058,Wed,Wed_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,66,AGT-067,Wed,Wed_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,73,AGT-074,Wed,Wed_PT4_0900,09:00,13:00,4.0,15,1,False
seven_day_extended,9,AGT-010,Wed,Wed_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,10,AGT-011,Wed,Wed_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,38,AGT-039,Wed,Wed_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,61,AGT-062,Wed,Wed_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,68,AGT-069,Wed,Wed_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,82,AGT-083,Wed,Wed_PT4_0930,09:30,13:30,4.0,15,1,False
seven_day_extended,1,AGT-002,Wed,Wed_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,4,AGT-005,Wed,Wed_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,8,AGT-009,Wed,Wed_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,32,AGT-033,Wed,Wed_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,50,AGT-051,Wed,Wed_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,60,AGT-061,Wed,Wed_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,67,AGT-068,Wed,Wed_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,23,AGT-024,Wed,Wed_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,49,AGT-050,Wed,Wed_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,70,AGT-071,Wed,Wed_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,2,AGT-003,Wed,Wed_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,33,AGT-034,Wed,Wed_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,35,AGT-036,Wed,Wed_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,54,AGT-055,Wed,Wed_FT8_1130,11:30,20:00,8.0,30,4,False
seven_day_extended,56,AGT-057,Wed,Wed_FT8_1230,12:30,21:00,8.0,30,4,False
seven_day_extended,17,AGT-018,Wed,Wed_FT8_1300,13:00,21:30,8.0,30,4,False
seven_day_extended,15,AGT-016,Wed,Wed_FT8_1330,13:30,22:00,8.0,30,4,False
seven_day_extended,45,AGT-046,Wed,Wed_FT8_1330,13:30,22:00,8.0,30,4,False
seven_day_extended,95,AGT-096,Wed,Wed_PT6_1430,14:30,21:00,6.0,22,4,False
seven_day_extended,97,AGT-098,Wed,Wed_PT6_1530,15:30,22:00,6.0,22,4,False
